Account_ID,True_Label,Risk_Score,Alert
6024,0,0,NORMAL
6981,0,0,NORMAL
417,0,0,NORMAL
1980,0,0,NORMAL
7860,0,0,NORMAL
2105,0,0,NORMAL
2703,0,1,NORMAL
4300,0,0,NORMAL
8425,0,0,NORMAL
8358,0,0,NORMAL
7486,0,0,NORMAL
4133,0,0,NORMAL
2983,0,1,NORMAL
8958,0,0,NORMAL
7343,0,0,NORMAL
6996,0,0,NORMAL
8403,0,0,NORMAL
1664,0,1,NORMAL
7240,0,0,NORMAL
8150,0,0,NORMAL
6293,0,0,NORMAL
7190,0,0,NORMAL
8818,0,0,NORMAL
4976,0,0,NORMAL
3354,0,0,NORMAL
3943,0,0,NORMAL
5032,0,0,NORMAL
4361,0,1,NORMAL
5759,0,0,NORMAL
154,0,0,NORMAL
5622,0,0,NORMAL
4867,0,0,NORMAL
1607,0,0,NORMAL
2786,0,0,NORMAL
6898,0,0,NORMAL
3701,0,0,NORMAL
5618,0,0,NORMAL
7196,0,0,NORMAL
8474,0,0,NORMAL
6030,0,0,NORMAL
1920,0,0,NORMAL
2811,0,10,NORMAL
4212,0,0,NORMAL
2243,0,0,NORMAL
768,0,0,NORMAL
6924,0,0,NORMAL
6941,0,0,NORMAL
8762,0,0,NORMAL
3335,0,0,NORMAL
6233,0,0,NORMAL
6103,0,0,NORMAL
8258,0,0,NORMAL
1050,0,0,NORMAL
189,0,0,NORMAL
8741,0,0,NORMAL
5423,0,0,NORMAL
7509,0,0,NORMAL
886,0,0,NORMAL
5222,0,0,NORMAL
5232,0,0,NORMAL
4363,0,0,NORMAL
8657,0,0,NORMAL
7385,0,0,NORMAL
987,0,0,NORMAL
1136,0,4,NORMAL
8841,0,0,NORMAL
920,0,2,NORMAL
5895,0,0,NORMAL
7307,0,0,NORMAL
832,0,0,NORMAL
8069,0,0,NORMAL
7419,0,0,NORMAL
3462,0,0,NORMAL
3108,0,0,NORMAL
7218,0,0,NORMAL
6957,0,0,NORMAL
8747,0,0,NORMAL
7916,0,0,NORMAL
5063,0,0,NORMAL
3687,0,0,NORMAL
6635,0,0,NORMAL
153,0,0,NORMAL
1899,0,0,NORMAL
1834,0,0,NORMAL
2790,0,0,NORMAL
5136,0,0,NORMAL
8956,0,0,NORMAL
7587,0,0,NORMAL
671,0,0,NORMAL
5383,0,0,NORMAL
3609,0,0,NORMAL
8864,0,0,NORMAL
8207,0,0,NORMAL
3972,0,0,NORMAL
8684,0,0,NORMAL
5616,0,0,NORMAL
385,0,0,NORMAL
7833,0,0,NORMAL
963,0,0,NORMAL
3020,0,0,NORMAL
4835,0,0,NORMAL
638,0,0,NORMAL
1276,0,0,NORMAL
519,0,0,NORMAL
9018,1,999,CRITICAL
7147,0,0,NORMAL
699,0,0,NORMAL
2089,0,0,NORMAL
5626,0,0,NORMAL
914,0,0,NORMAL
6230,0,0,NORMAL
4426,0,0,NORMAL
3359,0,0,NORMAL
7164,0,0,NORMAL
974,0,0,NORMAL
2065,0,0,NORMAL
7984,0,0,NORMAL
3993,0,0,NORMAL
3990,0,0,NORMAL
1843,0,0,NORMAL
5732,0,0,NORMAL
966,0,0,NORMAL
8483,0,0,NORMAL
7402,0,0,NORMAL
4846,0,0,NORMAL
628,0,0,NORMAL
3486,0,0,NORMAL
125,0,0,NORMAL
5352,0,0,NORMAL
8172,0,0,NORMAL
1857,0,0,NORMAL
792,0,0,NORMAL
7892,0,0,NORMAL
1648,0,0,NORMAL
4124,0,0,NORMAL
663,0,3,NORMAL
5298,0,1,NORMAL
7266,0,0,NORMAL
3584,0,0,NORMAL
7182,0,0,NORMAL
2604,0,0,NORMAL
5181,0,0,NORMAL
2193,0,0,NORMAL
6283,0,0,NORMAL
2162,0,0,NORMAL
2322,0,1,NORMAL
3741,0,0,NORMAL
6668,0,0,NORMAL
8547,0,0,NORMAL
7312,0,0,NORMAL
7092,0,0,NORMAL
8481,0,0,NORMAL
536,0,0,NORMAL
5188,0,0,NORMAL
3294,0,0,NORMAL
5115,0,0,NORMAL
6122,0,0,NORMAL
4675,0,0,NORMAL
6038,0,0,NORMAL
7004,0,0,NORMAL
1571,0,0,NORMAL
4673,0,0,NORMAL
6028,0,0,NORMAL
851,0,0,NORMAL
2428,0,0,NORMAL
946,0,0,NORMAL
4854,0,0,NORMAL
5506,0,0,NORMAL
8745,0,0,NORMAL
8295,0,0,NORMAL
6856,0,0,NORMAL
2712,0,0,NORMAL
3507,0,0,NORMAL
8550,0,0,NORMAL
537,0,0,NORMAL
980,0,0,NORMAL
28,0,0,NORMAL
7192,0,0,NORMAL
7585,0,0,NORMAL
8448,0,0,NORMAL
3239,0,0,NORMAL
1301,0,0,NORMAL
7270,0,0,NORMAL
2219,0,0,NORMAL
2914,0,0,NORMAL
2752,0,0,NORMAL
1331,0,0,NORMAL
5727,0,0,NORMAL
7805,0,0,NORMAL
2935,0,0,NORMAL
7849,0,0,NORMAL
3510,0,0,NORMAL
8815,0,0,NORMAL
4735,0,0,NORMAL
2667,0,0,NORMAL
3345,0,0,NORMAL
6964,0,0,NORMAL
6588,0,0,NORMAL
2854,0,0,NORMAL
362,0,0,NORMAL
8159,0,0,NORMAL
5109,0,0,NORMAL
8152,0,0,NORMAL
4548,0,0,NORMAL
7098,0,0,NORMAL
4543,0,0,NORMAL
260,0,0,NORMAL
924,0,0,NORMAL
5915,0,0,NORMAL
6369,0,0,NORMAL
588,0,0,NORMAL
4849,0,0,NORMAL
64,0,0,NORMAL
2511,0,0,NORMAL
6002,0,0,NORMAL
4780,0,0,NORMAL
7513,0,0,NORMAL
4895,0,0,NORMAL
3325,0,3,NORMAL
7069,0,0,NORMAL
2382,0,0,NORMAL
3531,0,0,NORMAL
477,0,0,NORMAL
171,0,1,NORMAL
6335,0,0,NORMAL
8983,0,0,NORMAL
4892,0,0,NORMAL
4831,0,0,NORMAL
614,0,0,NORMAL
6376,0,0,NORMAL
5393,0,0,NORMAL
2871,0,0,NORMAL
4807,0,0,NORMAL
8928,0,0,NORMAL
5126,0,4,NORMAL
1585,0,0,NORMAL
5575,0,0,NORMAL
6937,0,0,NORMAL
7970,0,0,NORMAL
5619,0,0,NORMAL
4636,0,0,NORMAL
3004,0,0,NORMAL
8533,0,2,NORMAL
2204,0,0,NORMAL
7409,0,0,NORMAL
830,0,0,NORMAL
3057,0,0,NORMAL
6320,0,0,NORMAL
8290,0,0,NORMAL
2383,0,0,NORMAL
7253,0,0,NORMAL
2074,0,1,NORMAL
5868,0,0,NORMAL
2853,0,0,NORMAL
5158,0,0,NORMAL
3845,0,0,NORMAL
5355,0,0,NORMAL
1148,0,0,NORMAL
1761,0,0,NORMAL
6471,0,0,NORMAL
8478,0,0,NORMAL
5625,0,0,NORMAL
3205,0,0,NORMAL
5450,0,0,NORMAL
6446,0,0,NORMAL
4111,0,0,NORMAL
1296,0,0,NORMAL
814,0,0,NORMAL
1771,0,0,NORMAL
8162,0,0,NORMAL
1285,0,0,NORMAL
2050,0,0,NORMAL
2108,0,1,NORMAL
4544,0,0,NORMAL
6528,0,0,NORMAL
667,0,0,NORMAL
8529,0,0,NORMAL
6959,0,0,NORMAL
7102,0,0,NORMAL
2747,0,2,NORMAL
7026,0,0,NORMAL
5585,0,0,NORMAL
7827,0,0,NORMAL
2205,0,0,NORMAL
1917,0,0,NORMAL
8359,0,0,NORMAL
6819,0,0,NORMAL
3983,0,0,NORMAL
2624,0,0,NORMAL
5545,0,0,NORMAL
2679,0,0,NORMAL
3953,0,0,NORMAL
4389,0,0,NORMAL
1828,0,0,NORMAL
5016,0,0,NORMAL
3342,0,0,NORMAL
6514,0,0,NORMAL
8176,0,0,NORMAL
4014,0,0,NORMAL
3930,0,0,NORMAL
1619,0,1,NORMAL
7721,0,0,NORMAL
3675,0,0,NORMAL
884,0,4,NORMAL
2931,0,0,NORMAL
8262,0,0,NORMAL
7125,0,0,NORMAL
2736,0,0,NORMAL
1906,0,0,NORMAL
8445,0,0,NORMAL
2839,0,0,NORMAL
1622,0,2,NORMAL
5034,0,0,NORMAL
1524,0,0,NORMAL
995,0,0,NORMAL
5655,0,0,NORMAL
8375,0,0,NORMAL
1065,0,0,NORMAL
934,0,0,NORMAL
1863,0,0,NORMAL
4711,0,0,NORMAL
4495,0,0,NORMAL
5301,0,0,NORMAL
2612,0,0,NORMAL
5877,0,0,NORMAL
3776,0,0,NORMAL
8164,0,0,NORMAL
5534,0,0,NORMAL
3363,0,0,NORMAL
954,0,0,NORMAL
7858,0,0,NORMAL
6344,0,0,NORMAL
7574,0,0,NORMAL
36,0,0,NORMAL
8581,0,0,NORMAL
7776,0,0,NORMAL
7114,0,0,NORMAL
8882,0,0,NORMAL
513,0,0,NORMAL
201,0,0,NORMAL
2976,0,0,NORMAL
1389,0,0,NORMAL
310,0,0,NORMAL
8106,0,0,NORMAL
8352,0,0,NORMAL
3430,0,0,NORMAL
4444,0,0,NORMAL
54,0,0,NORMAL
4893,0,0,NORMAL
4887,0,0,NORMAL
6534,0,0,NORMAL
1341,0,0,NORMAL
1645,0,0,NORMAL
4729,0,0,NORMAL
1154,0,0,NORMAL
6469,0,0,NORMAL
404,0,0,NORMAL
7320,0,0,NORMAL
294,0,0,NORMAL
7643,0,0,NORMAL
5315,0,0,NORMAL
8371,0,0,NORMAL
4802,0,0,NORMAL
2188,0,0,NORMAL
7511,0,0,NORMAL
6617,0,0,NORMAL
4265,0,0,NORMAL
4926,0,0,NORMAL
5172,0,0,NORMAL
6387,0,0,NORMAL
5954,0,0,NORMAL
3124,0,1,NORMAL
7578,0,0,NORMAL
3086,0,0,NORMAL
2482,0,1,NORMAL
5299,0,0,NORMAL
5560,0,0,NORMAL
8332,0,0,NORMAL
5565,0,0,NORMAL
6150,0,0,NORMAL
206,0,5,NORMAL
6077,0,0,NORMAL
8379,0,0,NORMAL
4572,0,0,NORMAL
9039,1,999,CRITICAL
4345,0,0,NORMAL
609,0,4,NORMAL
7555,0,0,NORMAL
5988,0,0,NORMAL
3894,0,0,NORMAL
1386,0,0,NORMAL
2953,0,0,NORMAL
5287,0,0,NORMAL
5765,0,0,NORMAL
7765,0,0,NORMAL
8240,0,0,NORMAL
3329,0,0,NORMAL
1757,0,0,NORMAL
6609,0,0,NORMAL
224,0,0,NORMAL
6709,0,0,NORMAL
1453,0,0,NORMAL
5342,0,0,NORMAL
5445,0,0,NORMAL
5881,0,0,NORMAL
6600,0,0,NORMAL
10,0,0,NORMAL
938,0,0,NORMAL
8555,0,0,NORMAL
7483,0,0,NORMAL
3726,0,1,NORMAL
8926,0,0,NORMAL
3051,0,0,NORMAL
1098,0,1,NORMAL
3798,0,1,NORMAL
8863,0,0,NORMAL
6878,0,0,NORMAL
3763,0,0,NORMAL
5249,0,0,NORMAL
262,0,0,NORMAL
1318,0,0,NORMAL
4621,0,0,NORMAL
2433,0,0,NORMAL
4944,0,0,NORMAL
474,0,0,NORMAL
2621,0,0,NORMAL
4142,0,0,NORMAL
825,0,0,NORMAL
913,0,0,NORMAL
8988,0,0,NORMAL
8982,0,0,NORMAL
8534,0,0,NORMAL
364,0,0,NORMAL
2593,0,0,NORMAL
6313,0,0,NORMAL
3387,0,0,NORMAL
4795,0,0,NORMAL
8002,0,0,NORMAL
3394,0,0,NORMAL
7208,0,0,NORMAL
6892,0,0,NORMAL
1016,0,0,NORMAL
8593,0,0,NORMAL
827,0,0,NORMAL
8911,0,0,NORMAL
4499,0,0,NORMAL
3760,0,0,NORMAL
4524,0,0,NORMAL
5052,0,0,NORMAL
7342,0,0,NORMAL
791,0,0,NORMAL
5805,0,0,NORMAL
5913,0,0,NORMAL
4681,0,0,NORMAL
6598,0,0,NORMAL
2371,0,0,NORMAL
3735,0,0,NORMAL
7683,0,0,NORMAL
520,0,0,NORMAL
7368,0,0,NORMAL
5776,0,0,NORMAL
8392,0,0,NORMAL
769,0,0,NORMAL
8468,0,0,NORMAL
3597,0,0,NORMAL
2730,0,0,NORMAL
8065,0,0,NORMAL
3642,0,0,NORMAL
8350,0,0,NORMAL
7241,0,0,NORMAL
3998,0,0,NORMAL
8050,0,0,NORMAL
6938,0,0,NORMAL
5797,0,0,NORMAL
7138,0,0,NORMAL
4223,0,0,NORMAL
1333,0,0,NORMAL
4158,0,0,NORMAL
1994,0,0,NORMAL
5122,0,0,NORMAL
1380,0,0,NORMAL
8102,0,0,NORMAL
8673,0,0,NORMAL
1435,0,0,NORMAL
3672,0,0,NORMAL
3330,0,0,NORMAL
2737,0,1,NORMAL
7326,0,0,NORMAL
1495,0,0,NORMAL
7140,0,0,NORMAL
5949,0,0,NORMAL
6278,0,0,NORMAL
2674,0,0,NORMAL
8195,0,4,NORMAL
4501,0,0,NORMAL
3420,0,1,NORMAL
3490,0,0,NORMAL
301,0,0,NORMAL
7214,0,0,NORMAL
8867,0,0,NORMAL
7328,0,0,NORMAL
659,0,0,NORMAL
488,0,0,NORMAL
3629,0,0,NORMAL
6540,0,0,NORMAL
4889,0,0,NORMAL
6766,0,0,NORMAL
3521,0,0,NORMAL
3324,0,0,NORMAL
4826,0,0,NORMAL
7221,0,0,NORMAL
7608,0,0,NORMAL
55,0,0,NORMAL
285,0,3,NORMAL
4916,0,0,NORMAL
8668,0,0,NORMAL
1150,0,0,NORMAL
2427,0,1,NORMAL
6882,0,0,NORMAL
6748,0,0,NORMAL
5667,0,0,NORMAL
1959,0,0,NORMAL
7099,0,0,NORMAL
7068,0,0,NORMAL
5539,0,1,NORMAL
4135,0,0,NORMAL
1853,0,0,NORMAL
6183,0,0,NORMAL
3709,0,0,NORMAL
4494,0,0,NORMAL
2919,0,0,NORMAL
7280,0,0,NORMAL
8856,0,0,NORMAL
5886,0,0,NORMAL
7804,0,0,NORMAL
6612,0,0,NORMAL
5031,0,0,NORMAL
2768,0,1,NORMAL
8421,0,0,NORMAL
704,0,0,NORMAL
7648,0,0,NORMAL
4021,0,0,NORMAL
1122,0,0,NORMAL
6031,0,0,NORMAL
7734,0,0,NORMAL
4388,0,0,NORMAL
8131,0,0,NORMAL
1308,0,0,NORMAL
4297,0,0,NORMAL
4186,0,0,NORMAL
8963,0,0,NORMAL
1913,0,0,NORMAL
6831,0,1,NORMAL
7124,0,0,NORMAL
7589,0,0,NORMAL
6887,0,0,NORMAL
539,0,0,NORMAL
2489,0,0,NORMAL
8680,0,0,NORMAL
2368,0,0,NORMAL
4226,0,0,NORMAL
3368,0,0,NORMAL
3577,0,0,NORMAL
1015,0,0,NORMAL
3636,0,0,NORMAL
5320,0,0,NORMAL
7678,0,0,NORMAL
5854,0,0,NORMAL
3223,0,1,NORMAL
8719,0,0,NORMAL
7350,0,0,NORMAL
7454,0,1,NORMAL
6801,0,0,NORMAL
8100,0,0,NORMAL
4841,0,0,NORMAL
1581,0,0,NORMAL
2797,0,1,NORMAL
3633,0,2,NORMAL
7184,0,0,NORMAL
6072,0,0,NORMAL
7992,0,0,NORMAL
4869,0,0,NORMAL
2553,0,0,NORMAL
8660,0,0,NORMAL
5977,0,0,NORMAL
2049,0,0,NORMAL
2558,0,1,NORMAL
5721,0,0,NORMAL
7300,0,0,NORMAL
5604,0,0,NORMAL
2733,0,0,NORMAL
8433,0,0,NORMAL
7215,0,0,NORMAL
4492,0,0,NORMAL
4422,0,0,NORMAL
6035,0,0,NORMAL
5582,0,0,NORMAL
7186,0,0,NORMAL
7905,0,0,NORMAL
846,0,0,NORMAL
3579,0,0,NORMAL
1679,0,0,NORMAL
5134,0,0,NORMAL
4,0,0,NORMAL
8710,0,0,NORMAL
5569,0,0,NORMAL
698,0,0,NORMAL
8725,0,0,NORMAL
4249,0,0,NORMAL
3440,0,0,NORMAL
6806,0,0,NORMAL
5311,0,1,NORMAL
7043,0,0,NORMAL
2262,0,0,NORMAL
4858,0,0,NORMAL
7022,0,0,NORMAL
1304,0,0,NORMAL
8157,0,0,NORMAL
8781,0,0,NORMAL
8155,0,0,NORMAL
688,0,3,NORMAL
988,0,0,NORMAL
3526,0,0,NORMAL
133,0,0,NORMAL
7037,0,0,NORMAL
3191,0,0,NORMAL
6059,0,0,NORMAL
9006,1,999,CRITICAL
2573,0,0,NORMAL
5150,0,0,NORMAL
3476,0,0,NORMAL
7526,0,0,NORMAL
7940,0,0,NORMAL
2385,0,4,NORMAL
4910,0,0,NORMAL
8449,0,0,NORMAL
384,0,0,NORMAL
4465,0,0,NORMAL
1279,0,0,NORMAL
6457,0,0,NORMAL
6944,0,0,NORMAL
8265,0,0,NORMAL
4321,0,0,NORMAL
232,0,0,NORMAL
4497,0,0,NORMAL
4662,0,0,NORMAL
3561,0,0,NORMAL
2343,0,0,NORMAL
2896,0,0,NORMAL
5578,0,0,NORMAL
5801,0,0,NORMAL
7392,0,0,NORMAL
5203,0,0,NORMAL
2332,0,1,NORMAL
6490,0,0,NORMAL
918,0,0,NORMAL
635,0,0,NORMAL
5240,0,0,NORMAL
7339,0,0,NORMAL
2062,0,0,NORMAL
6731,0,0,NORMAL
1802,0,0,NORMAL
4833,0,0,NORMAL
4876,0,0,NORMAL
8697,0,0,NORMAL
1045,0,0,NORMAL
4070,0,0,NORMAL
1311,0,0,NORMAL
8890,0,0,NORMAL
2961,0,0,NORMAL
2681,0,0,NORMAL
7818,0,0,NORMAL
6943,0,0,NORMAL
8137,0,0,NORMAL
4811,0,0,NORMAL
8312,0,0,NORMAL
5726,0,0,NORMAL
580,0,0,NORMAL
2198,0,0,NORMAL
3598,0,0,NORMAL
8666,0,0,NORMAL
989,0,0,NORMAL
8064,0,0,NORMAL
3401,0,0,NORMAL
5691,0,0,NORMAL
523,0,0,NORMAL
4208,0,0,NORMAL
8094,0,0,NORMAL
7810,0,0,NORMAL
6467,0,0,NORMAL
4496,0,0,NORMAL
8577,0,0,NORMAL
6970,0,0,NORMAL
4451,0,0,NORMAL
762,0,0,NORMAL
6948,0,0,NORMAL
40,0,0,NORMAL
3028,0,0,NORMAL
2125,0,0,NORMAL
569,0,0,NORMAL
8341,0,0,NORMAL
5179,0,0,NORMAL
5530,0,1,NORMAL
5421,0,0,NORMAL
5796,0,0,NORMAL
885,0,0,NORMAL
3067,0,0,NORMAL
5985,0,0,NORMAL
1463,0,0,NORMAL
4980,0,0,NORMAL
2491,0,0,NORMAL
3005,0,1,NORMAL
1986,0,0,NORMAL
5029,0,1,NORMAL
2076,0,0,NORMAL
3242,0,0,NORMAL
3224,0,0,NORMAL
5289,0,0,NORMAL
9016,1,999,CRITICAL
3756,0,0,NORMAL
1521,0,0,NORMAL
7390,0,0,NORMAL
1248,0,0,NORMAL
2708,0,0,NORMAL
2141,0,0,NORMAL
6411,0,0,NORMAL
1908,0,0,NORMAL
5917,0,3,NORMAL
1970,0,0,NORMAL
1191,0,0,NORMAL
774,0,0,NORMAL
3511,0,0,NORMAL
7932,0,0,NORMAL
9008,1,999,CRITICAL
2472,0,0,NORMAL
236,0,0,NORMAL
5387,0,0,NORMAL
6891,0,0,NORMAL
5083,0,0,NORMAL
7989,0,0,NORMAL
5486,0,0,NORMAL
917,0,0,NORMAL
5675,0,0,NORMAL
9012,1,999,CRITICAL
5760,0,0,NORMAL
4107,0,0,NORMAL
8380,0,0,NORMAL
3451,0,0,NORMAL
6833,0,0,NORMAL
7245,0,0,NORMAL
2745,0,0,NORMAL
8755,0,0,NORMAL
3810,0,0,NORMAL
5319,0,1,NORMAL
3925,0,0,NORMAL
2136,0,1,NORMAL
1914,0,0,NORMAL
2635,0,0,NORMAL
4218,0,0,NORMAL
8306,0,0,NORMAL
2717,0,0,NORMAL
5043,0,0,NORMAL
3696,0,0,NORMAL
728,0,0,NORMAL
8006,0,0,NORMAL
4243,0,0,NORMAL
1901,0,0,NORMAL
892,0,0,NORMAL
4579,0,0,NORMAL
5334,0,0,NORMAL
130,0,0,NORMAL
1955,0,0,NORMAL
2632,0,0,NORMAL
2806,0,0,NORMAL
8235,0,0,NORMAL
1762,0,0,NORMAL
8175,0,0,NORMAL
3072,0,0,NORMAL
6396,0,0,NORMAL
7923,0,0,NORMAL
7956,0,1,NORMAL
302,0,0,NORMAL
6305,0,0,NORMAL
77,0,0,NORMAL
1809,0,0,NORMAL
4179,0,0,NORMAL
8793,0,0,NORMAL
1007,0,0,NORMAL
2035,0,0,NORMAL
4488,0,0,NORMAL
7489,0,0,NORMAL
1418,0,0,NORMAL
8933,0,0,NORMAL
2975,0,0,NORMAL
6168,0,0,NORMAL
5233,0,0,NORMAL
4547,0,0,NORMAL
481,0,1,NORMAL
6353,0,0,NORMAL
7961,0,0,NORMAL
1930,0,0,NORMAL
1816,0,0,NORMAL
1591,0,0,NORMAL
3797,0,1,NORMAL
6342,0,0,NORMAL
4433,0,0,NORMAL
3449,0,0,NORMAL
3380,0,1,NORMAL
6287,0,0,NORMAL
5401,0,0,NORMAL
1711,0,0,NORMAL
8463,0,0,NORMAL
5182,0,0,NORMAL
8949,0,0,NORMAL
8938,0,0,NORMAL
4435,0,0,NORMAL
8604,0,0,NORMAL
8817,0,0,NORMAL
928,0,0,NORMAL
2490,0,0,NORMAL
145,0,0,NORMAL
8154,0,0,NORMAL
8130,0,0,NORMAL
6222,0,0,NORMAL
4493,0,0,NORMAL
5490,0,0,NORMAL
4859,0,0,NORMAL
441,0,0,NORMAL
3500,0,0,NORMAL
8700,0,0,NORMAL
692,0,4,NORMAL
2599,0,1,NORMAL
1184,0,3,NORMAL
8527,0,0,NORMAL
7002,0,0,NORMAL
795,0,1,NORMAL
2878,0,0,NORMAL
3533,0,0,NORMAL
6986,0,0,NORMAL
7315,0,0,NORMAL
5217,0,0,NORMAL
6295,0,0,NORMAL
878,0,1,NORMAL
7595,0,0,NORMAL
3987,0,0,NORMAL
7689,0,0,NORMAL
1875,0,0,NORMAL
7561,0,1,NORMAL
3079,0,0,NORMAL
8198,0,0,NORMAL
1604,0,0,NORMAL
4452,0,0,NORMAL
2844,0,0,NORMAL
7129,0,0,NORMAL
271,0,0,NORMAL
1265,0,0,NORMAL
1060,0,0,NORMAL
2731,0,0,NORMAL
4612,0,1,NORMAL
2838,0,0,NORMAL
854,0,1,NORMAL
4971,0,0,NORMAL
571,0,0,NORMAL
4911,0,0,NORMAL
7775,0,0,NORMAL
2713,0,0,NORMAL
6922,0,0,NORMAL
4804,0,0,NORMAL
8998,0,0,NORMAL
6776,0,0,NORMAL
8409,0,0,NORMAL
5373,0,0,NORMAL
3281,0,0,NORMAL
3419,0,0,NORMAL
4225,0,0,NORMAL
7777,0,0,NORMAL
3853,0,0,NORMAL
8894,0,0,NORMAL
1466,0,0,NORMAL
3502,0,0,NORMAL
6905,0,0,NORMAL
7383,0,0,NORMAL
6316,0,0,NORMAL
4946,0,0,NORMAL
9043,1,999,CRITICAL
7840,0,0,NORMAL
4106,0,0,NORMAL
3769,0,0,NORMAL
2000,0,0,NORMAL
2109,0,0,NORMAL
1250,0,1,NORMAL
8497,0,0,NORMAL
7357,0,0,NORMAL
2081,0,0,NORMAL
6185,0,0,NORMAL
2079,0,0,NORMAL
5541,0,0,NORMAL
5000,0,0,NORMAL
4964,0,0,NORMAL
6404,0,0,NORMAL
2026,0,0,NORMAL
5191,0,0,NORMAL
7990,0,1,NORMAL
716,0,0,NORMAL
2901,0,0,NORMAL
4637,0,0,NORMAL
1690,0,0,NORMAL
249,0,0,NORMAL
2779,0,0,NORMAL
4311,0,0,NORMAL
6303,0,0,NORMAL
5864,0,0,NORMAL
2898,0,0,NORMAL
6190,0,0,NORMAL
853,0,0,NORMAL
3854,0,0,NORMAL
8932,0,0,NORMAL
2504,0,0,NORMAL
943,0,0,NORMAL
7554,0,0,NORMAL
3812,0,0,NORMAL
2994,0,0,NORMAL
7679,0,0,NORMAL
8634,0,0,NORMAL
8470,0,0,NORMAL
4068,0,0,NORMAL
4665,0,0,NORMAL
6530,0,0,NORMAL
4346,0,0,NORMAL
7313,0,0,NORMAL
38,0,0,NORMAL
6645,0,0,NORMAL
3556,0,0,NORMAL
4806,0,0,NORMAL
4206,0,0,NORMAL
813,0,2,NORMAL
1596,0,0,NORMAL
7651,0,0,NORMAL
5997,0,0,NORMAL
8335,0,0,NORMAL
3453,0,0,NORMAL
2872,0,1,NORMAL
6331,0,0,NORMAL
5295,0,0,NORMAL
492,0,3,NORMAL
4822,0,0,NORMAL
7079,0,0,NORMAL
6777,0,0,NORMAL
1998,0,0,NORMAL
3385,0,0,NORMAL
950,0,0,NORMAL
1528,0,0,NORMAL
6783,0,0,NORMAL
4473,0,0,NORMAL
2923,0,0,NORMAL
6197,0,0,NORMAL
5984,0,0,NORMAL
1167,0,0,NORMAL
6799,0,0,NORMAL
2041,0,0,NORMAL
6563,0,0,NORMAL
5089,0,0,NORMAL
7801,0,0,NORMAL
400,0,0,NORMAL
7041,0,0,NORMAL
7875,0,0,NORMAL
6960,0,0,NORMAL
7560,0,0,NORMAL
5996,0,0,NORMAL
